pool_id,total_stakes,total_rewards
3179,1649901874163136,677800595241
3180,3152908561056,3640064190
3187,3119590441819,14560423000
3189,4166713938,1000000000
3190,773921663052,9462967501
3193,25162992217998,13102389972
3196,63932326743255,205359337232
3201,269427949869779373,145458322995519
3218,205113585397215,40033020390
3225,25393964805360,17472809382
3233,160517685892246,171068747871
3234,206950639383852,160932138419
3240,30745034221038,152169772854
3242,1919299319563650,1237938936276
3257,125584610128482427,85349543823831
3261,941472283725792,582322369808
3268,138337018526976,69877725888
3269,132360352814115,101947936940
3274,841203741532,5095767005
3280,63792373711146,45579366706
3281,63756745801070,52084250787
3282,63732325685525,59519797599
3283,63638677843654,57640969369
3293,1964601875768825,657693485968
3294,16023984397116,8769855144
3312,37956913961980,29121252500
3317,71325286488550,21840052320
3318,19059881838536,30570948856
3324,12229261660173,32754141648
3330,4208199988414,4377957411
3332,1132728096486,5095891220
3339,23659539633110,25476601415
3340,9411085854517,23291834056
3356,183822177225646010,139045955235000
3395,63662119407062,52996843261
3396,63651094146172,57643469737
3397,63661150356005,52066897913
3398,63606304982038,65071148264
3399,63434212244025,46451333685
3403,247761209758015,124482716100
3408,146190038255910,117930967848
3409,6029595961344,4367218902
3410,15027534821410656,11694016175412
3423,36135452264640,34939331568
3426,5032702395520,15285960942
3427,59396302672140,47311559360
3428,23399677549053,18947605352
3431,1170629912634264,838961722872
3436,10796705911920,8735215824
3437,784717713975425,605271151888
3449,18262470067740,8742069084
3455,891268221672,2183643201
3458,107760493728266,96079253058
3468,36931911928219,24019712574
3474,8502695779589,26204491320
3477,17593354622484,13112405424
3484,20532496513184,34952446560
3491,20584850217456,5823223220
3507,94949665616412288,55659044978633
3509,67509596488476684,24506574415560
3521,10185670415676,30571895697
3524,48926077068484,34944004800
3528,32878369149,2183617962
3541,23782273306480,34945489616
3542,44551917872861,50973761671
3553,216851765705562,240610183000
3581,405566323536,5822961072
3587,9262029782037,2183609484
3607,726853846569,2911520832
3615,159869282868,1455776420
3623,8876857537823280,6452335675236
3628,14219695602607,16016643929
3630,18009472588349,24019714741
3632,26488322451560,14560619000
3639,1253983275,1000000000
3659,1578524691296965,996710416144
3661,4522336442158,1455742940
3663,4421918,500000000
3676,40553010790082490,25170436644544
3678,53007796749414,37124720870
3693,12630013892797,5095111861
3704,11138487264040,4369042710
3717,8536273953405,26206680924
3742,8861818075350,13107228462
3747,215256393730,3639457850
3759,51199834657128,21836104350
3776,4180499256930,7278764060
3778,5426620959006,43676566830
3787,14908380309210,4367220852
3791,16006508725086,6550840215
3792,1828931669592,2183610429
3803,9460478555142,17468883474
3811,87622936661293,93167370752
3812,339726455811,2183700108
3824,4492808555250,3640132280
3827,986211396683406,550732987728
3838,17232000468126500,8396463510288
3841,74309273339496,28497287897
3852,64999997816010,50223017192
3853,65000027647561,41488579421
3855,131417567977299603,89374044470208
3862,560000512400,1455917298
3863,25002621698,727869823
3868,2545395037290,727870145
3869,40424516234220,26203325232
3872,34925418780045,7278701440
3876,6912575853654,2911496486
3881,91944621638081372,59316596061882
3884,733942637010,2184005421
3896,13201997279688,9155727841
3899,26979049801015,20380364084
3902,18389397819648,4367220858
3905,11203867067989334,7942531353482
3913,10188603825844,29114792570
3921,11267427998156,16020309756
3941,20026898336848,23291844640
